Name,Age,Season,Team,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Notes,Name-additional
Walker Buchanan,19,2024,Virginia,9,8,6,2,1,0,0,0,0,0,0,2,1,0.167,0.375,0.167,0.542,1,0,0,0,0,0,,player.fcgi?id=buchan000wal
Harrison Didawick*,21,2024,Virginia,63,292,240,78,70,13,1,23,68,14,6,41,71,0.292,0.414,0.642,1.055,154,2,9,2,0,1,,player.fcgi?id=didawi000har
Jacob Ference,23,2024,Virginia,54,245,200,55,70,13,4,17,43,12,3,33,47,0.35,0.465,0.71,1.175,142,2,11,0,1,2,,player.fcgi?id=ferenc000jac
Henry Ford,19,2024,Virginia,61,291,253,60,85,13,1,17,69,3,0,29,53,0.336,0.409,0.597,1.006,151,4,5,0,4,2,,player.fcgi?id=ford--002hen
Henry Godbout,20,2024,Virginia,51,217,172,51,64,18,1,9,47,6,3,29,20,0.372,0.472,0.645,1.117,111,1,8,3,5,1,,player.fcgi?id=godbou000hen
Luke Hanson,20,2024,Virginia,54,183,147,34,42,7,1,7,37,3,0,18,40,0.286,0.387,0.49,0.877,72,2,7,10,1,0,,player.fcgi?id=hanson003luk
Tristan Head#,20,2024,Virginia,4,4,3,0,1,0,0,0,1,0,0,1,1,0.333,0.5,0.333,0.833,1,1,0,0,0,0,,player.fcgi?id=head--000tri
Griff O'Ferrall,21,2024,Virginia,63,323,284,64,92,20,1,5,52,17,4,22,24,0.324,0.367,0.454,0.821,129,5,3,4,10,0,,player.fcgi?id=oferra000gri
Antonio Perrotta*,19,2024,Virginia,13,13,11,5,5,0,0,1,4,1,0,2,2,0.455,0.538,0.727,1.266,8,0,0,0,0,0,,player.fcgi?id=perrot002ant
Casey Saucke,20,2024,Virginia,62,296,256,56,88,18,0,14,65,9,1,28,54,0.344,0.407,0.578,0.985,148,3,4,1,7,1,,player.fcgi?id=saucke002cas
Anthony Stephan*,21,2024,Virginia,45,171,134,28,41,10,2,2,23,7,3,28,25,0.306,0.44,0.455,0.895,61,1,4,5,0,0,,player.fcgi?id=stepha000ant
Aidan Teel*,19,2024,Virginia,30,11,10,4,4,0,0,3,6,0,0,1,2,0.4,0.455,1.3,1.755,13,0,0,0,0,0,,player.fcgi?id=teel--000aid
Bobby Whalen,23,2024,Virginia,59,207,170,41,61,10,1,2,35,7,2,23,35,0.359,0.446,0.465,0.91,79,1,6,5,3,0,,player.fcgi?id=whalen000bob
Chris Arroyo*,20,2025,Virginia,49,217,189,31,55,8,1,11,42,5,1,23,30,0.291,0.361,0.519,0.88,98,1,0,1,4,1,,player.fcgi?id=arroyo001chr
Eric Becker*,20,2025,Virginia,50,236,201,54,74,21,1,9,52,5,4,21,41,0.368,0.453,0.617,1.07,124,5,12,0,2,0,,player.fcgi?id=becker000eri
Will Broderick*,19,2025,Virginia,1,1,0,0,0,0,0,0,1,0,0,1,0,,1,,,0,0,0,0,0,0,,player.fcgi?id=broder002wil
Walker Buchanan,20,2025,Virginia,17,29,28,4,7,1,0,1,7,0,0,0,3,0.25,0.276,0.393,0.669,11,1,1,0,0,0,,player.fcgi?id=buchan000wal
Harrison Didawick*,22,2025,Virginia,44,167,138,29,31,2,1,6,28,5,5,19,31,0.225,0.327,0.384,0.711,53,0,3,5,2,0,,player.fcgi?id=didawi000har
Jacob Ference,24,2025,Virginia,39,157,126,33,42,6,0,9,29,9,1,22,34,0.333,0.465,0.595,1.06,75,1,9,0,0,1,,player.fcgi?id=ferenc000jac
Henry Ford,20,2025,Virginia,50,231,207,42,75,9,1,11,46,4,2,21,30,0.362,0.42,0.575,0.995,119,4,1,0,2,1,,player.fcgi?id=ford--002hen
Henry Godbout,21,2025,Virginia,50,226,191,35,59,10,1,8,37,6,5,26,19,0.309,0.397,0.497,0.895,95,8,4,2,3,0,,player.fcgi?id=godbou000hen
Luke Hanson,21,2025,Virginia,48,190,153,42,38,4,0,3,21,12,1,28,37,0.248,0.373,0.333,0.706,51,0,3,5,1,0,,player.fcgi?id=hanson003luk
Aiden Harris,18,2025,Virginia,11,12,10,4,4,1,0,0,3,0,0,1,2,0.4,0.5,0.5,1,5,0,1,0,0,0,,player.fcgi?id=harris000aid
Chone James,19,2025,Virginia,26,77,67,16,25,5,1,0,11,4,0,9,16,0.373,0.455,0.478,0.932,32,2,1,0,0,0,,player.fcgi?id=james-000cho
James Nunnallee*,19,2025,Virginia,48,174,142,38,42,12,0,1,26,9,3,18,13,0.296,0.407,0.401,0.808,57,2,10,2,2,1,,player.fcgi?id=nunnal000jam
Antonio Perrotta*,20,2025,Virginia,10,13,10,4,3,1,0,1,2,0,0,2,0,0.3,0.462,0.7,1.162,7,1,1,0,0,0,,player.fcgi?id=perrot002ant
Jackson Sirois,20,2025,Virginia,20,27,22,4,5,1,0,1,4,0,0,4,3,0.227,0.37,0.409,0.779,9,0,1,0,0,0,,player.fcgi?id=sirois000jac
Aidan Teel*,20,2025,Virginia,50,233,186,51,59,20,0,7,40,9,0,31,30,0.317,0.442,0.538,0.979,100,0,12,2,2,0,,player.fcgi?id=teel--000aid
Trey Wells,22,2025,Virginia,19,70,57,12,15,3,2,1,17,0,0,4,19,0.263,0.324,0.439,0.762,25,1,3,2,4,0,,player.fcgi?id=wells-003tre
Brett Armour?,--,2013,Wake Forest,47,190,171,21,46,7,2,3,29,1,2,13,31,0.269,0.326,0.386,0.712,66,,3,0,3,0,,player.fcgi?id=armour000bre
Pat Blair,21,2013,Wake Forest,54,254,186,40,53,14,2,3,38,19,2,57,38,0.285,0.464,0.43,0.894,80,,7,2,2,0,,player.fcgi?id=blair-000pat
Jack Carey?,--,2013,Wake Forest,46,176,146,22,36,4,0,6,33,5,1,23,50,0.247,0.356,0.397,0.754,58,,3,2,2,0,,player.fcgi?id=carey-000jac
Kevin Conway,20,2013,Wake Forest,27,73,64,9,12,3,1,2,15,0,0,8,22,0.188,0.274,0.359,0.633,23,,0,0,1,0,,player.fcgi?id=conway000kev
Matt Conway,22,2013,Wake Forest,50,208,188,27,63,18,0,3,36,4,0,17,20,0.335,0.389,0.479,0.868,90,,1,0,2,0,,player.fcgi?id=conway000mat
Luke Czajkowski,19,2013,Wake Forest,17,51,43,7,10,0,0,1,4,2,1,7,12,0.233,0.353,0.302,0.655,13,,1,0,0,1,,player.fcgi?id=czajko000luk
James Harris*,21,2013,Wake Forest,9,24,19,3,3,1,0,1,4,0,0,4,9,0.158,0.292,0.368,0.66,7,,0,0,1,0,,player.fcgi?id=harris019jam
Kevin Jordan*,21,2013,Wake Forest,33,98,85,12,16,3,2,1,4,5,3,12,36,0.188,0.296,0.306,0.602,26,,1,0,0,0,,player.fcgi?id=jordan004kev
Garrett Kelly,18,2013,Wake Forest,9,22,17,5,4,0,0,0,1,0,0,3,2,0.235,0.333,0.235,0.569,4,,0,1,1,0,,player.fcgi?id=kelly-000gar
Conor Keniry*,21,2013,Wake Forest,43,176,146,24,35,6,3,0,19,2,4,23,28,0.24,0.349,0.322,0.671,47,,2,4,1,0,,player.fcgi?id=keniry000con
Charlie Morgan*,21,2013,Wake Forest,51,174,146,21,37,10,1,2,18,1,0,24,22,0.253,0.364,0.377,0.741,55,,2,1,1,0,,player.fcgi?id=morgan007cha
Joe Napolitano,21,2013,Wake Forest,23,39,35,3,9,0,0,0,5,1,1,3,8,0.257,0.333,0.257,0.59,9,,1,0,0,0,,player.fcgi?id=napoli002joe
Jimmy Redovian,19,2013,Wake Forest,10,21,19,3,5,0,0,1,2,0,0,1,10,0.263,0.333,0.421,0.754,8,,1,0,0,0,,player.fcgi?id=redovi000jim
Mark Rhine?,--,2013,Wake Forest,52,229,178,37,51,7,0,3,25,6,1,29,21,0.287,0.428,0.376,0.804,67,,15,7,0,0,,player.fcgi?id=rhine-000mar
Joey Rodriguez,19,2013,Wake Forest,42,102,95,22,21,3,0,2,12,4,1,3,17,0.221,0.257,0.316,0.573,30,,2,1,1,0,,player.fcgi?id=rodrig004joe
Grant Shambley?,--,2013,Wake Forest,36,84,61,17,23,4,0,0,14,6,1,10,16,0.377,0.453,0.443,0.896,27,,1,9,3,0,,player.fcgi?id=shambl000gra
Evan Stephens?,--,2013,Wake Forest,54,243,185,43,66,5,2,0,22,15,2,42,38,0.357,0.496,0.405,0.901,75,,10,5,1,2,,player.fcgi?id=stephe000eva
Andrew Williams?,--,2013,Wake Forest,29,79,70,12,17,7,0,2,8,1,0,7,19,0.243,0.312,0.429,0.74,30,,0,2,0,0,,player.fcgi?id=willia002and
Ben Breazeale*,19,2014,Wake Forest,51,175,138,17,30,7,0,0,11,0,0,34,31,0.217,0.374,0.268,0.642,37,,1,1,1,0,,player.fcgi?id=breaze000ben
Jack Carey?,--,2014,Wake Forest,31,95,70,8,12,3,0,2,9,0,0,21,31,0.171,0.376,0.3,0.676,21,,2,2,0,1,,player.fcgi?id=carey-000jac
Kevin Conway,21,2014,Wake Forest,12,20,19,1,2,1,0,0,3,0,0,0,6,0.105,0.15,0.158,0.308,3,,1,0,0,0,,player.fcgi?id=conway000kev
Matt Conway,23,2014,Wake Forest,55,245,222,23,65,11,0,4,33,3,1,19,24,0.293,0.351,0.396,0.747,88,,2,0,2,2,,player.fcgi?id=conway000mat
Will Craig,19,2014,Wake Forest,56,223,189,21,53,6,0,8,36,1,0,20,33,0.28,0.357,0.439,0.797,83,,6,2,6,0,,player.fcgi?id=craig-003wil
Luke Czajkowski,20,2014,Wake Forest,24,10,9,4,0,0,0,0,0,1,0,1,4,0,0.1,0,0.1,0,,0,0,0,0,,player.fcgi?id=czajko000luk
Kevin Jordan*,22,2014,Wake Forest,22,43,39,5,4,0,0,0,0,3,0,4,16,0.103,0.186,0.103,0.289,4,,0,0,0,0,,player.fcgi?id=jordan004kev
Garrett Kelly,19,2014,Wake Forest,32,44,32,6,3,1,0,0,3,0,0,8,10,0.094,0.31,0.125,0.435,4,,2,2,0,0,,player.fcgi?id=kelly-000gar
Conor Keniry*,22,2014,Wake Forest,56,244,207,25,53,12,0,3,21,4,1,28,29,0.256,0.353,0.357,0.71,74,,4,3,2,2,,player.fcgi?id=keniry000con
Nate Mondou*,19,2014,Wake Forest,54,190,172,25,48,11,0,7,22,3,2,11,25,0.279,0.321,0.465,0.786,80,,2,0,5,0,,player.fcgi?id=mondou000nat
Charlie Morgan*,22,2014,Wake Forest,52,237,201,21,45,8,1,5,39,0,0,26,52,0.224,0.321,0.348,0.669,70,,4,3,3,1,,player.fcgi?id=morgan007cha
Joe Napolitano,22,2014,Wake Forest,18,30,27,5,6,1,0,1,3,0,0,3,5,0.222,0.3,0.37,0.67,10,,0,0,0,0,,player.fcgi?id=napoli002joe
Jonathan Pryor*,20,2014,Wake Forest,16,30,28,1,5,0,0,0,3,1,0,1,13,0.179,0.2,0.179,0.379,5,,0,0,1,0,,player.fcgi?id=pryor-000jon
Eric Ramsey*,21,2014,Wake Forest,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,,player.fcgi?id=ramsey002eri
Jimmy Redovian,20,2014,Wake Forest,30,90,78,13,14,1,0,1,8,1,0,7,19,0.179,0.264,0.231,0.495,18,,2,3,0,0,,player.fcgi?id=redovi000jim
Joey Rodriguez,20,2014,Wake Forest,30,118,103,8,21,5,0,1,8,6,0,9,27,0.204,0.278,0.282,0.56,29,,2,3,1,0,,player.fcgi?id=rodrig004joe
Grant Shambley?,--,2014,Wake Forest,48,183,151,30,50,4,1,0,20,5,3,21,30,0.331,0.42,0.371,0.791,56,,3,7,1,0,,player.fcgi?id=shambl000gra
Aaron Smith,--,2014,Wake Forest,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,,0,0,0,0,,player.fcgi?id=smith-004aar
Evan Stephens?,--,2014,Wake Forest,56,273,210,42,63,10,1,1,15,10,2,43,53,0.3,0.44,0.371,0.811,78,,11,7,2,4,,player.fcgi?id=stephe000eva
Nick Bisplinghoff,20,2015,Wake Forest,29,106,91,10,23,8,0,0,8,0,0,9,20,0.253,0.34,0.341,0.68,31,,3,3,0,0,,player.fcgi?id=bispli000nic
Ben Breazeale*,20,2015,Wake Forest,27,112,95,10,26,6,0,2,12,1,0,14,25,0.274,0.378,0.4,0.778,38,,2,1,0,0,,player.fcgi?id=breaze000ben
Seth Constable,22,2015,Wake Forest,12,4,4,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,0,0,0,0,,player.fcgi?id=consta000set
Kevin Conway,22,2015,Wake Forest,35,116,93,17,25,3,0,2,8,1,0,15,32,0.269,0.409,0.366,0.774,34,,7,1,0,0,,player.fcgi?id=conway000kev
Will Craig,20,2015,Wake Forest,53,238,191,52,73,20,1,13,58,2,1,41,24,0.382,0.496,0.702,1.197,134,,4,0,2,6,,player.fcgi?id=craig-003wil
Luke Czajkowski,21,2015,Wake Forest,9,16,14,1,3,0,0,0,1,1,0,2,6,0.214,0.313,0.214,0.527,3,,0,0,0,0,,player.fcgi?id=czajko000luk
Stuart Fairchild,19,2015,Wake Forest,52,228,195,31,68,14,0,5,41,12,2,18,40,0.349,0.429,0.497,0.927,97,,11,2,2,0,,player.fcgi?id=fairch000stu
Drew Freedman,--,2015,Wake Forest,37,119,104,12,26,3,0,0,9,2,2,12,30,0.25,0.328,0.279,0.606,29,,0,3,0,0,,player.fcgi?id=freedm000dre
Kevin Jordan*,23,2015,Wake Forest,23,50,42,5,7,3,0,2,7,2,1,3,18,0.167,0.271,0.381,0.652,16,,3,2,0,0,,player.fcgi?id=jordan004kev
Keegan Maronpot,18,2015,Wake Forest,18,48,44,3,10,3,0,2,9,0,1,3,21,0.227,0.277,0.432,0.708,19,,0,1,0,1,,player.fcgi?id=maronp000kee
Nate Mondou*,20,2015,Wake Forest,53,248,222,51,75,18,3,10,57,5,1,18,30,0.338,0.391,0.581,0.972,129,,4,0,4,0,,player.fcgi?id=mondou000nat
Joe Napolitano,23,2015,Wake Forest,24,38,29,4,6,2,0,0,5,1,0,4,9,0.207,0.324,0.276,0.6,8,,2,1,2,0,,player.fcgi?id=napoli002joe
Zach Piazza,21,2015,Wake Forest,14,21,19,0,3,2,0,0,1,0,0,1,3,0.158,0.238,0.263,0.501,5,,1,0,0,0,,player.fcgi?id=piazza000zac
Jonathan Pryor*,21,2015,Wake Forest,48,200,177,35,56,9,0,1,11,8,2,5,40,0.316,0.366,0.384,0.75,68,,10,6,2,0,,player.fcgi?id=pryor-000jon
Eric Ramsey*,22,2015,Wake Forest,7,5,2,2,0,0,0,0,0,0,0,3,1,0,0.6,0,0.6,0,,0,0,0,0,,player.fcgi?id=ramsey002eri
Joey Rodriguez,21,2015,Wake Forest,44,188,154,35,47,16,0,3,20,9,4,21,37,0.305,0.411,0.468,0.878,72,,8,3,2,0,,player.fcgi?id=rodrig004joe
Gavin Sheets*,19,2015,Wake Forest,41,145,128,16,32,5,0,2,20,0,0,13,21,0.25,0.319,0.336,0.655,43,,1,1,2,0,,player.fcgi?id=sheets000gav
Aaron Smith,--,2015,Wake Forest,11,9,9,1,1,0,0,0,0,0,0,0,7,0.111,0.111,0.111,0.222,1,,0,0,0,0,,player.fcgi?id=smith-004aar
Bruce Steel,18,2015,Wake Forest,27,89,78,13,13,5,0,1,8,1,0,7,19,0.167,0.241,0.269,0.511,21,,1,2,1,0,,player.fcgi?id=steel-000bru
Justin Yurchak*,18,2015,Wake Forest,49,192,160,28,50,8,0,5,33,4,0,30,22,0.313,0.424,0.456,0.88,73,,1,1,0,0,,player.fcgi?id=yurcha000jus
John Aiello#,19,2016,Wake Forest,55,225,195,33,44,12,0,6,20,1,1,20,75,0.226,0.317,0.379,0.696,74,,6,4,0,0,,player.fcgi?id=aiello000joh
Ben Breazeale*,21,2016,Wake Forest,55,229,179,23,44,7,0,3,32,1,0,41,39,0.246,0.388,0.335,0.723,60,,3,2,4,0,,player.fcgi?id=breaze000ben
Kevin Conway,23,2016,Wake Forest,62,278,239,37,62,10,2,8,41,8,3,25,59,0.259,0.336,0.418,0.754,100,,5,4,5,0,,player.fcgi?id=conway000kev
Will Craig,21,2016,Wake Forest,55,244,182,53,69,16,0,16,66,0,1,47,35,0.379,0.52,0.731,1.251,133,,11,0,4,10,,player.fcgi?id=craig-003wil
Stuart Fairchild,20,2016,Wake Forest,62,283,232,50,68,20,3,5,47,14,3,39,42,0.293,0.403,0.47,0.873,109,,7,0,5,1,,player.fcgi?id=fairch000stu
Drew Freedman,--,2016,Wake Forest,28,67,53,8,13,0,0,0,3,5,2,9,12,0.245,0.365,0.245,0.61,13,,1,4,0,0,,player.fcgi?id=freedm000dre
Logan Harvey,19,2016,Wake Forest,16,51,40,8,13,3,0,2,10,0,0,8,9,0.325,0.46,0.55,1.01,22,,2,1,0,0,,player.fcgi?id=harvey000log
Keegan Maronpot,19,2016,Wake Forest,39,99,88,8,14,5,1,2,18,1,0,8,30,0.159,0.235,0.307,0.542,27,,1,1,1,0,,player.fcgi?id=maronp000kee
Nate Mondou*,21,2016,Wake Forest,62,282,245,50,74,14,1,4,35,4,1,22,27,0.302,0.383,0.416,0.799,102,,12,0,3,0,,player.fcgi?id=mondou000nat
Ryan Morse*,22,2016,Wake Forest,14,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,2,1,,0,0,0,0,,player.fcgi?id=morse-002rya
Jake Mueller,19,2016,Wake Forest,11,18,16,4,4,0,0,0,3,0,0,2,6,0.25,0.333,0.25,0.583,4,,0,0,0,0,,player.fcgi?id=muelle000jak
Jonathan Pryor*,22,2016,Wake Forest,57,221,166,39,41,8,0,1,17,5,1,39,51,0.247,0.421,0.313,0.735,52,,11,5,0,1,,player.fcgi?id=pryor-000jon
Joey Rodriguez,22,2016,Wake Forest,55,258,219,42,56,14,1,3,27,3,3,23,53,0.256,0.352,0.37,0.722,81,,10,5,1,0,,player.fcgi?id=rodrig004joe
Donnie Sellers,20,2016,Wake Forest,37,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,2,1,,0,0,0,0,,player.fcgi?id=seller000don
Gavin Sheets*,20,2016,Wake Forest,62,267,236,34,77,13,0,9,45,1,0,24,31,0.326,0.395,0.496,0.89,117,,4,1,2,1,,player.fcgi?id=sheets000gav
Aaron Smith,--,2016,Wake Forest,3,4,3,1,0,0,0,0,0,0,0,1,1,0,0.25,0,0.25,0,,0,0,0,0,,player.fcgi?id=smith-004aar
John Aiello#,20,2017,Wake Forest,63,284,244,57,80,17,0,20,53,4,1,25,76,0.328,0.417,0.643,1.06,157,,13,1,1,1,,player.fcgi?id=aiello000joh
Ben Breazeale*,22,2017,Wake Forest,60,272,237,50,79,16,0,11,51,0,0,27,39,0.333,0.399,0.54,0.939,128,,2,1,5,2,,player.fcgi?id=breaze000ben
Nick DiPonzio*,19,2017,Wake Forest,28,45,42,8,8,1,0,2,7,3,0,2,16,0.19,0.244,0.357,0.602,15,,1,0,0,0,,player.fcgi?id=diponz000nic
Stuart Fairchild,21,2017,Wake Forest,63,304,261,65,94,19,1,17,67,21,5,31,54,0.36,0.439,0.636,1.075,166,,8,1,3,2,,player.fcgi?id=fairch000stu
Patrick Frick,20,2017,Wake Forest,22,59,51,6,15,2,0,0,3,0,0,5,12,0.294,0.379,0.333,0.713,17,,2,1,0,0,,player.fcgi?id=frick-000pat
Logan Harvey,20,2017,Wake Forest,62,260,213,43,56,12,0,3,26,0,1,38,54,0.263,0.386,0.362,0.748,77,,6,1,2,0,,player.fcgi?id=harvey000log
Christian Long,20,2017,Wake Forest,14,27,23,1,2,0,0,0,1,0,0,3,11,0.087,0.185,0.087,0.272,2,,0,0,1,0,,player.fcgi?id=long--002chr
Keegan Maronpot,20,2017,Wake Forest,61,261,220,39,47,5,1,12,41,1,0,31,85,0.214,0.318,0.409,0.727,90,,5,0,5,0,,player.fcgi?id=maronp000kee
Chase Mascolo,19,2017,Wake Forest,6,7,6,0,2,0,0,0,0,0,0,0,1,0.333,0.429,0.333,0.762,2,,1,0,0,0,,player.fcgi?id=mascol000cha
Jake Mueller,20,2017,Wake Forest,62,296,258,58,89,16,0,2,34,6,3,24,36,0.345,0.413,0.43,0.843,111,,6,8,0,0,,player.fcgi?id=muelle000jak
Jonathan Pryor*,23,2017,Wake Forest,63,312,263,55,93,21,0,4,35,5,4,36,49,0.354,0.447,0.479,0.926,126,,9,3,1,0,,player.fcgi?id=pryor-000jon
Zach Seal,19,2017,Wake Forest,11,16,10,5,4,0,0,1,5,0,0,3,3,0.4,0.625,0.7,1.325,7,,3,0,0,0,,player.fcgi?id=seal--000zac
Gavin Sheets*,21,2017,Wake Forest,63,295,240,57,76,10,1,21,84,1,0,46,37,0.317,0.424,0.629,1.053,151,,3,0,6,4,,player.fcgi?id=sheets000gav
Bruce Steel,20,2017,Wake Forest,53,228,182,37,48,10,0,13,38,5,2,35,62,0.264,0.383,0.533,0.916,97,,2,6,3,0,,player.fcgi?id=steel-000bru
John Aiello#,21,2018,Wake Forest,56,261,216,35,50,5,1,9,40,10,0,25,79,0.231,0.346,0.389,0.735,84,,15,1,4,1,,player.fcgi?id=aiello000joh
Nick DiPonzio*,20,2018,Wake Forest,24,54,46,8,7,0,0,1,2,2,2,5,21,0.152,0.245,0.217,0.463,10,,1,1,1,0,,player.fcgi?id=diponz000nic
Patrick Frick,21,2018,Wake Forest,54,257,207,33,60,12,0,3,31,6,3,36,27,0.29,0.405,0.391,0.796,81,,6,5,3,0,,player.fcgi?id=frick-000pat
Logan Harvey,21,2018,Wake Forest,51,192,163,24,35,8,0,0,14,1,0,24,44,0.215,0.316,0.264,0.58,43,,1,2,2,0,,player.fcgi?id=harvey000log
Chris Lanzilli,20,2018,Wake Forest,48,186,153,27,41,13,0,9,33,3,2,27,50,0.268,0.378,0.529,0.908,81,,2,1,3,0,,player.fcgi?id=lanzil000chr
Christian Long,21,2018,Wake Forest,36,139,116,14,26,5,0,2,15,2,1,18,39,0.224,0.341,0.319,0.66,37,,3,1,1,0,,player.fcgi?id=long--002chr
Michael Ludowig*,19,2018,Wake Forest,50,183,161,18,43,8,0,1,18,10,3,20,45,0.267,0.35,0.335,0.685,54,,1,0,1,1,,player.fcgi?id=ludowi000mic
Chase Mascolo,20,2018,Wake Forest,8,19,17,1,1,0,0,0,0,0,0,2,7,0.059,0.158,0.059,0.217,1,,0,0,0,0,,player.fcgi?id=mascol000cha
Cole McNamee,20,2018,Wake Forest,24,34,30,4,6,2,0,1,5,0,0,2,12,0.2,0.273,0.367,0.639,11,,1,1,0,0,,player.fcgi?id=mcname000col
Jake Mueller,21,2018,Wake Forest,57,278,228,38,69,5,1,2,20,18,7,43,30,0.303,0.42,0.36,0.779,82,,3,4,0,0,,player.fcgi?id=muelle000jak
Shane Muntz,19,2018,Wake Forest,53,201,170,26,43,11,0,5,29,1,0,21,44,0.253,0.353,0.406,0.759,69,,7,0,3,0,,player.fcgi?id=muntz-000sha
D.J. Poteet#,20,2018,Wake Forest,56,235,184,32,47,7,2,9,28,5,1,36,61,0.255,0.385,0.462,0.847,85,,4,9,2,0,,player.fcgi?id=poteet000dj-
Zach Seal,20,2018,Wake Forest,13,21,15,3,5,1,0,0,2,0,1,3,7,0.333,0.5,0.4,0.9,6,,2,1,0,0,,player.fcgi?id=seal--000zac
Bob Seymour*,19,2018,Wake Forest,54,237,213,31,61,12,0,7,32,2,0,18,51,0.286,0.342,0.441,0.783,94,,2,0,4,0,,player.fcgi?id=seymou000bob
Bruce Steel,21,2018,Wake Forest,9,36,28,5,5,1,0,0,0,1,0,6,8,0.179,0.361,0.214,0.575,6,,2,0,0,0,,player.fcgi?id=steel-000bru
Patrick Frick,22,2019,Wake Forest,55,260,214,61,77,14,0,4,38,7,1,38,24,0.36,0.457,0.481,0.939,103,,3,2,3,0,,player.fcgi?id=frick-000pat
Logan Harvey,22,2019,Wake Forest,42,123,102,19,19,3,0,0,11,1,0,17,25,0.186,0.311,0.216,0.527,22,,2,1,1,0,,player.fcgi?id=harvey000log
Drew Kendall*,--,2019,Wake Forest,7,10,10,1,1,0,0,0,0,0,0,0,7,0.1,0.1,0.1,0.2,1,,0,0,0,0,,player.fcgi?id=kendal000dre
Chris Lanzilli,21,2019,Wake Forest,57,276,245,59,85,19,0,16,67,3,1,23,53,0.347,0.409,0.62,1.03,152,,5,0,3,0,,player.fcgi?id=lanzil000chr
Christian Long,22,2019,Wake Forest,18,41,37,5,6,2,0,0,2,0,1,2,14,0.162,0.244,0.216,0.46,8,,2,0,0,0,,player.fcgi?id=long--002chr
Michael Ludowig*,20,2019,Wake Forest,54,229,190,36,57,9,1,3,30,6,0,34,43,0.3,0.405,0.405,0.811,77,,1,2,2,0,,player.fcgi?id=ludowi000mic
Chase Mascolo,21,2019,Wake Forest,11,12,10,2,3,1,0,1,2,0,0,2,4,0.3,0.417,0.7,1.117,7,,0,0,0,0,,player.fcgi?id=mascol000cha
Cole McNamee,21,2019,Wake Forest,20,36,27,7,6,1,0,3,7,0,0,8,10,0.222,0.389,0.593,0.981,16,,0,0,1,0,,player.fcgi?id=mcname000col
Jake Mueller,22,2019,Wake Forest,47,202,169,33,41,5,0,0,13,4,1,28,21,0.243,0.356,0.272,0.629,46,,3,0,2,2,,player.fcgi?id=muelle000jak
Shane Muntz,20,2019,Wake Forest,48,193,144,38,45,6,2,14,40,0,1,41,53,0.313,0.477,0.674,1.15,97,,6,0,2,2,,player.fcgi?id=muntz-000sha
D.J. Poteet#,21,2019,Wake Forest,53,212,176,28,35,4,1,5,23,4,1,28,67,0.199,0.317,0.318,0.635,56,,3,4,1,0,,player.fcgi?id=poteet000dj-
Bob Seymour*,20,2019,Wake Forest,57,264,236,51,89,20,0,9,92,3,0,26,44,0.377,0.439,0.576,1.016,136,,1,0,1,3,,player.fcgi?id=seymou000bob
Bruce Steel,22,2019,Wake Forest,44,184,147,33,37,7,1,10,25,5,2,30,53,0.252,0.387,0.517,0.904,76,,3,3,1,0,,player.fcgi?id=steel-000bru
Brendan Tinsman,19,2019,Wake Forest,44,172,155,31,41,9,1,10,41,0,0,11,66,0.265,0.326,0.529,0.855,82,,4,0,2,1,,player.fcgi?id=tinsma000bre
Michael Turconi*,20,2019,Wake Forest,49,208,172,41,47,3,2,2,24,4,3,30,36,0.273,0.379,0.349,0.727,60,,1,2,3,0,,player.fcgi?id=turcon000mic
Michael Wein#,18,2019,Wake Forest,9,11,9,2,1,1,0,0,2,0,0,2,6,0.111,0.273,0.222,0.495,2,,0,0,0,0,,player.fcgi?id=wein--000mic
Pierce Bennett,19,2020,Wake Forest,5,8,4,2,1,0,0,0,1,0,0,3,0,0.25,0.5,0.25,0.75,1,,0,0,1,0,,player.fcgi?id=bennet000pie
Adam Cecere*,19,2020,Wake Forest,10,33,29,9,7,1,0,4,12,0,0,3,10,0.241,0.333,0.69,1.023,20,,1,0,0,0,,player.fcgi?id=cecere000ada
Derek Crum*,19,2020,Wake Forest,16,50,45,7,11,3,0,1,4,2,0,3,10,0.244,0.286,0.378,0.663,17,,0,1,1,0,,player.fcgi?id=crum--000der
Drew Kendall*,--,2020,Wake Forest,2,2,1,0,1,1,0,0,1,0,0,1,0,1,1,2,3,2,,0,0,0,0,,player.fcgi?id=kendal000dre
Chris Lanzilli,22,2020,Wake Forest,18,77,67,12,20,5,0,6,12,1,0,9,11,0.299,0.377,0.642,1.018,43,,0,0,1,0,,player.fcgi?id=lanzil000chr
Christian Long,23,2020,Wake Forest,4,8,8,0,1,0,0,0,1,0,0,0,3,0.125,0.125,0.125,0.25,1,,0,0,0,0,,player.fcgi?id=long--002chr
Michael Ludowig*,21,2020,Wake Forest,15,56,52,6,8,2,0,0,4,0,0,4,20,0.154,0.214,0.192,0.407,10,,0,0,0,0,,player.fcgi?id=ludowi000mic
