Name,Age,Season,Team,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes,Name-additional
Geoffrey Gilbert*,19,2020,Clemson,1,0,1,0.71,8,0,,0,0,0,12.2,7,1,1,1,7,0,14,0,0,0,52,1.105,5,0.7,5,9.9,2,,player.fcgi?id=gilber002geo
Nick Hoffmann,20,2020,Clemson,2,1,0.667,1.64,7,0,,0,0,0,11,10,2,2,0,0,0,11,1,0,0,45,0.909,8.2,0,0,9,,,player.fcgi?id=hoffma001nic
Holt Jones,21,2020,Clemson,0,0,,0,3,0,,0,0,0,1.1,0,0,0,0,3,0,2,0,0,0,8,2.25,0,0,20.3,13.5,0.67,,player.fcgi?id=jones-000hol
P.J. Labriola*,19,2020,Clemson,0,0,,81,1,0,,0,0,0,0.1,2,3,3,0,1,0,0,0,0,0,3,9,54,0,27,0,0,,player.fcgi?id=labrio000pau
Jackson Lindley,20,2020,Clemson,1,0,1,1.17,3,1,,0,0,0,7.2,7,1,1,0,0,0,6,0,0,0,29,0.913,8.2,0,0,7,,,player.fcgi?id=lindle002jac
Connor O'Rear?,--,2020,Clemson,0,0,,0,1,0,,0,0,0,2,2,0,0,0,0,0,1,0,0,0,8,1,9,0,0,4.5,,,player.fcgi?id=orear-000con
Carter Raffield,20,2020,Clemson,1,0,1,1.17,4,0,,0,0,0,7.2,7,1,1,0,3,0,7,3,0,0,36,1.304,8.2,0,3.5,8.2,2.33,,player.fcgi?id=raffie000car
Sheldon Reed,22,2020,Clemson,0,0,,13.5,2,0,,0,0,0,0.2,0,1,1,0,2,0,2,0,0,0,4,3,0,0,27,27,1,,player.fcgi?id=reed--001she
Davis Sharpe,20,2020,Clemson,1,1,0.5,3.93,4,4,,0,0,0,18.1,20,8,8,2,4,0,20,0,0,2,78,1.309,9.8,1,2,9.8,5,,player.fcgi?id=sharpe000dav
Carson Spiers,22,2020,Clemson,3,0,1,0,9,0,,0,0,4,15.1,5,1,0,0,3,0,17,0,0,0,56,0.522,2.9,0,1.8,10,5.67,,player.fcgi?id=spiers000car
Spencer Strider,21,2020,Clemson,0,0,,4.5,4,4,,0,0,0,12,13,6,6,1,3,0,19,0,0,0,51,1.333,9.8,0.8,2.3,14.3,6.33,,player.fcgi?id=stride000spe
Sam Weatherly*,21,2020,Clemson,2,0,1,0.79,4,4,,0,0,0,22.2,7,4,2,0,14,0,43,5,0,1,94,0.926,2.8,0,5.6,17.1,3.07,,player.fcgi?id=weathe000sam
Ryan Ammons*,20,2021,Clemson,0,0,,4.5,8,0,,0,0,0,4,4,2,2,1,6,1,9,0,0,1,22,2.5,9,2.3,13.5,20.3,1.5,,player.fcgi?id=ammons000rya
Mack Anglin,20,2021,Clemson,2,6,0.25,3.99,13,8,,0,0,0,56.1,48,32,25,6,33,0,75,10,0,9,258,1.438,7.7,1,5.3,12,2.27,,player.fcgi?id=anglin000mac
Keyshawn Askew*,21,2021,Clemson,1,2,0.333,5.84,12,11,,0,0,0,57,68,43,37,8,11,0,69,10,0,0,260,1.386,10.7,1.3,1.7,10.9,6.27,,player.fcgi?id=askew-000key
Mat Clark*,23,2021,Clemson,1,1,0.5,4.28,11,4,,0,0,2,40,43,21,19,6,1,0,38,3,0,0,167,1.1,9.7,1.4,0.2,8.6,38,,player.fcgi?id=clark-003mat
Nick Clayton,20,2021,Clemson,6,2,0.75,4.3,18,1,,0,0,0,37.2,35,21,18,7,12,0,40,1,1,2,161,1.248,8.4,1.7,2.9,9.6,3.33,,player.fcgi?id=clayto000nic
Alex Edmondson,19,2021,Clemson,0,0,,13.5,5,0,,0,0,0,2,3,3,3,1,3,0,3,1,0,1,13,3,13.5,4.5,13.5,13.5,1,,player.fcgi?id=edmond000ale
Evan Estridge,23,2021,Clemson,1,1,0.5,9,9,0,,0,0,0,13,18,14,13,5,8,0,8,0,0,1,66,2,12.5,3.5,5.5,5.5,1,,player.fcgi?id=estrid000eva
Geoffrey Gilbert*,20,2021,Clemson,3,6,0.333,2.23,28,0,,0,0,3,44.1,43,17,11,3,15,3,52,3,0,4,191,1.308,8.7,0.6,3,10.6,3.47,,player.fcgi?id=gilber002geo
Caden Grice*,19,2021,Clemson,0,1,0,7.2,5,3,,0,0,0,10,10,8,8,0,6,0,14,1,1,0,45,1.6,9,0,5.4,12.6,2.33,,player.fcgi?id=grice-000cad
Nick Hoffmann,21,2021,Clemson,4,1,0.8,3.83,17,4,,1,0,4,49.1,49,21,21,6,5,0,40,1,0,1,201,1.095,8.9,1.1,0.9,7.3,8,,player.fcgi?id=hoffma001nic
Rob Hughes,20,2021,Clemson,1,0,1,4.24,17,1,,0,0,0,23.1,20,14,11,6,12,0,23,1,0,2,104,1.371,7.7,2.3,4.6,8.9,1.92,,player.fcgi?id=hughes009rob
P.J. Labriola*,20,2021,Clemson,1,0,1,10.38,8,0,,0,0,0,8.2,13,10,10,2,2,0,8,0,0,0,41,1.731,13.5,2.1,2.1,8.3,4,,player.fcgi?id=labrio000pau
Jackson Lindley,21,2021,Clemson,0,0,,24.92,5,1,,0,0,0,4.1,16,15,12,1,4,0,3,1,0,3,36,4.615,33.2,2.1,8.3,6.2,0.75,,player.fcgi?id=lindle002jac
Landon Lucas,19,2021,Clemson,0,0,,13.5,4,0,,0,0,0,4,7,8,6,0,3,0,2,2,0,1,24,2.5,15.8,0,6.8,4.5,0.67,,player.fcgi?id=lucas-000lan
Ty Olenchuk,19,2021,Clemson,1,4,0.2,5.87,8,6,,0,0,0,23,24,15,15,9,6,1,18,2,1,2,99,1.304,9.4,3.5,2.3,7,3,,player.fcgi?id=olench000ty-
Rasesh Pandya,22,2021,Clemson,0,0,,3.66,18,0,,0,0,0,19.2,19,13,8,3,13,0,16,5,0,3,96,1.627,8.7,1.4,5.9,7.3,1.23,,player.fcgi?id=pandya000ras
Carter Raffield,21,2021,Clemson,0,2,0,5.68,8,6,,0,0,0,19,15,13,12,2,19,0,25,4,0,3,94,1.789,7.1,0.9,9,11.8,1.32,,player.fcgi?id=raffie000car
Davis Sharpe,21,2021,Clemson,4,1,0.8,5.5,10,6,,0,0,0,36,38,23,22,6,17,0,48,5,1,2,166,1.528,9.5,1.5,4.3,12,2.82,,player.fcgi?id=sharpe000dav
Ricky Williams,19,2021,Clemson,0,0,,2.57,6,1,,0,0,0,7,8,2,2,1,3,0,8,0,0,1,32,1.571,10.3,1.3,3.9,10.3,2.67,,player.fcgi?id=willia017ric
Ryan Ammons*,21,2022,Clemson,1,2,0.333,4.61,25,0,,0,0,8,27.1,20,15,14,3,14,1,40,3,0,3,119,1.244,6.6,1,4.6,13.2,2.86,,player.fcgi?id=ammons000rya
Mack Anglin,21,2022,Clemson,6,6,0.5,4.48,15,15,,0,0,0,76.1,63,44,38,5,52,0,78,7,0,9,345,1.507,7.4,0.6,6.1,9.2,1.5,,player.fcgi?id=anglin000mac
Billy Barlow,19,2022,Clemson,2,4,0.333,4.84,17,15,,0,0,0,57.2,55,40,31,5,22,0,57,7,0,5,256,1.335,8.6,0.8,3.4,8.9,2.59,,player.fcgi?id=barlow002bil
Nick Clayton,21,2022,Clemson,0,1,0,5.97,12,9,,0,0,0,31.2,40,25,21,5,15,0,23,4,0,6,154,1.737,11.4,1.4,4.3,6.5,1.53,,player.fcgi?id=clayto000nic
Jay Dill,19,2022,Clemson,2,2,0.5,5.45,28,1,,0,0,1,38,36,26,23,5,19,0,41,8,1,7,171,1.447,8.5,1.2,4.5,9.7,2.16,,player.fcgi?id=dill--000jay
Alex Edmondson,20,2022,Clemson,2,0,1,4.66,11,0,,0,0,0,9.2,8,5,5,1,9,0,17,4,0,5,49,1.759,7.4,0.9,8.4,15.8,1.89,,player.fcgi?id=edmond000ale
Geoffrey Gilbert*,21,2022,Clemson,5,2,0.714,5.2,19,5,,0,0,0,45,43,27,26,6,17,0,56,5,0,3,199,1.333,8.6,1.2,3.4,11.2,3.29,,player.fcgi?id=gilber002geo
Austin Gordon,19,2022,Clemson,1,0,1,5.14,17,0,,0,0,2,28,25,19,16,5,9,0,31,2,0,1,122,1.214,8,1.6,2.9,10,3.44,,player.fcgi?id=gordon002aus
Caden Grice*,20,2022,Clemson,2,0,1,3,7,0,,0,0,0,6,4,3,2,0,7,0,7,0,0,1,29,1.833,6,0,10.5,10.5,1,,player.fcgi?id=grice-000cad
Nick Hoffmann,22,2022,Clemson,3,6,0.333,6.4,18,9,,0,0,0,52,71,38,37,11,12,0,37,8,0,0,238,1.596,12.3,1.9,2.1,6.4,3.08,,player.fcgi?id=hoffma001nic
P.J. Labriola*,21,2022,Clemson,0,0,,5.06,16,0,,0,0,0,10.2,15,9,6,2,5,1,16,2,0,2,54,1.875,12.7,1.7,4.2,13.5,3.2,,player.fcgi?id=labrio000pau
Jackson Lindley,22,2022,Clemson,6,0,1,4.28,31,0,,0,0,1,40,37,23,19,4,19,0,40,6,0,3,181,1.4,8.3,0.9,4.3,9,2.11,,player.fcgi?id=lindle002jac
Ty Olenchuk,20,2022,Clemson,2,0,1,4.11,23,0,,0,0,0,30.2,34,18,14,5,9,0,28,0,0,2,132,1.402,10,1.5,2.6,8.2,3.11,,player.fcgi?id=olench000ty-
Rocco Reid*,19,2022,Clemson,0,0,,4.85,12,0,,0,0,0,13,13,7,7,1,6,0,10,2,0,2,56,1.462,9,0.7,4.2,6.9,1.67,,player.fcgi?id=reid--000roc
Casey Tallent,19,2022,Clemson,1,0,1,3.86,15,1,,0,0,0,23.1,21,12,10,4,12,0,22,3,0,1,103,1.414,8.1,1.5,4.6,8.5,1.83,,player.fcgi?id=tallen000cas
Ricky Williams,20,2022,Clemson,2,0,1,2.95,9,3,,0,0,0,21.1,18,9,7,0,13,0,12,4,0,3,98,1.453,7.6,0,5.5,5.1,0.92,,player.fcgi?id=willia017ric
Joe Allen,19,2023,Clemson,3,0,1,3.94,17,4,,0,0,1,29.2,33,13,13,3,15,0,33,5,0,7,136,1.618,10,0.9,4.6,10,2.2,,player.fcgi?id=allen-004joe
Ryan Ammons*,22,2023,Clemson,2,0,1,4.05,13,2,,0,0,5,20,17,9,9,4,8,1,26,0,0,0,86,1.25,7.7,1.8,3.6,11.7,3.25,,player.fcgi?id=ammons000rya
B.J. Bailey*,21,2023,Clemson,2,2,0.5,4.02,17,0,,0,0,0,15.2,18,11,7,2,6,0,20,1,0,0,71,1.532,10.3,1.1,3.4,11.5,3.33,,player.fcgi?id=bailey000bj-
Billy Barlow,20,2023,Clemson,0,1,0,8.1,3,1,,0,0,0,3.1,6,3,3,2,0,0,3,0,0,0,16,1.8,16.2,5.4,0,8.1,,,player.fcgi?id=barlow002bil
Nick Clayton,22,2023,Clemson,8,0,1,3.17,24,0,,0,0,0,48.1,35,17,17,4,27,3,53,5,0,6,207,1.283,6.5,0.7,5,9.9,1.96,,player.fcgi?id=clayto000nic
Ethan Darden*,19,2023,Clemson,3,2,0.6,5.53,19,12,,0,0,0,55.1,60,37,34,7,23,0,45,9,0,5,257,1.5,9.8,1.1,3.7,7.3,1.96,,player.fcgi?id=darden000eth
Jay Dill,20,2023,Clemson,1,1,0.5,8.47,11,3,,0,0,0,17,21,18,16,6,10,0,18,4,0,3,84,1.824,11.1,3.2,5.3,9.5,1.8,,player.fcgi?id=dill--000jay
Nathan Dvorsky,19,2023,Clemson,1,0,1,12,3,0,,0,0,0,3,4,5,4,2,3,0,3,0,0,2,17,2.333,12,6,9,9,1,,player.fcgi?id=dvorsk000nat
Reed Garris,20,2023,Clemson,4,0,1,2.12,27,0,,0,0,0,29.2,19,8,7,1,13,1,39,3,0,0,124,1.079,5.8,0.3,3.9,11.8,3,,player.fcgi?id=garris000ree
Austin Gordon,20,2023,Clemson,2,4,0.333,4.61,16,16,,0,0,0,84,77,45,43,19,22,1,76,8,1,5,352,1.179,8.3,2,2.4,8.1,3.45,,player.fcgi?id=gordon002aus
Caden Grice*,21,2023,Clemson,8,1,0.889,3.35,14,14,,0,0,0,78,54,35,29,7,33,0,101,9,0,7,322,1.115,6.2,0.8,3.8,11.7,3.06,,player.fcgi?id=grice-000cad
Nick Hoffmann,23,2023,Clemson,3,1,0.75,6.58,17,0,,0,0,1,26,36,21,19,6,9,0,18,2,0,1,123,1.731,12.5,2.1,3.1,6.2,2,,player.fcgi?id=hoffma001nic
Rob Hughes,22,2023,Clemson,0,1,0,1.56,12,0,,0,0,2,17.1,12,4,3,1,3,0,21,1,0,1,64,0.865,6.2,0.5,1.6,10.9,7,,player.fcgi?id=hughes009rob
Jackson Lindley,23,2023,Clemson,3,3,0.5,2.73,21,1,,0,0,2,33,31,14,10,2,14,3,33,3,0,3,146,1.364,8.5,0.5,3.8,9,2.36,,player.fcgi?id=lindle002jac
Ty Olenchuk,21,2023,Clemson,1,0,1,3.97,17,1,,0,0,0,22.2,27,16,10,6,10,0,18,4,0,4,110,1.632,10.7,2.4,4,7.1,1.8,,player.fcgi?id=olench000ty-
Rocco Reid*,20,2023,Clemson,0,1,0,8.1,16,2,,0,0,0,16.2,24,18,15,1,14,1,22,7,1,4,93,2.28,13,0.5,7.6,11.9,1.57,,player.fcgi?id=reid--000roc
Tristan Smith*,20,2023,Clemson,0,1,0,4.55,24,6,,0,0,4,31.2,24,16,16,4,25,1,43,6,2,2,145,1.547,6.8,1.1,7.1,12.2,1.72,,player.fcgi?id=smith-006tri
Casey Tallent,20,2023,Clemson,1,1,0.5,3.43,16,1,,0,0,1,21,22,10,8,2,10,1,19,1,0,1,97,1.524,9.4,0.9,4.3,8.1,1.9,,player.fcgi?id=tallen000cas
Willie Weiss,23,2023,Clemson,2,0,1,7,14,0,,0,0,0,9,11,7,7,0,10,0,13,4,0,4,50,2.333,11,0,10,13,1.3,,player.fcgi?id=weiss-000wil
Joe Allen,20,2024,Clemson,1,0,1,6.35,12,0,,0,0,0,22.2,16,16,16,5,13,1,25,2,0,6,100,1.279,6.4,2,5.2,9.9,1.92,,player.fcgi?id=allen-004joe
Billy Barlow,21,2024,Clemson,6,1,0.857,4.28,15,10,,0,0,0,48.1,50,29,23,8,20,0,42,7,0,7,221,1.448,9.3,1.5,3.7,7.8,2.1,,player.fcgi?id=barlow002bil
Luke Brown,19,2024,Clemson,0,0,,9,1,0,,0,0,0,1,1,1,1,0,1,0,1,1,0,0,6,2,9,0,9,9,1,,player.fcgi?id=brown-010luk
Nick Clayton,23,2024,Clemson,2,0,1,6.64,15,0,,0,0,0,20.1,21,15,15,5,13,0,23,3,0,4,96,1.672,9.3,2.2,5.8,10.2,1.77,,player.fcgi?id=clayto000nic
Ethan Darden*,20,2024,Clemson,5,5,0.5,5.13,19,11,,1,0,0,66.2,81,50,38,8,15,1,42,7,0,3,305,1.44,10.9,1.1,2,5.7,2.8,,player.fcgi?id=darden000eth
Nathan Dvorsky,20,2024,Clemson,0,0,,0,3,0,,0,0,0,3.2,0,0,0,0,2,0,4,1,0,3,13,0.545,0,0,4.9,9.8,2,,player.fcgi?id=dvorsk000nat
Chance Fitzgerald,19,2024,Clemson,0,1,0,6.75,6,0,,0,0,0,5.1,5,4,4,0,4,0,7,0,0,0,25,1.688,8.4,0,6.8,11.8,1.75,,player.fcgi?id=fitzge007cha
Reed Garris,21,2024,Clemson,2,1,0.667,5.55,20,0,,0,0,0,24.1,20,17,15,8,6,2,25,0,0,0,100,1.068,7.4,3,2.2,9.2,4.17,,player.fcgi?id=garris000ree
Austin Gordon,21,2024,Clemson,2,2,0.5,4.35,22,5,,0,0,11,39.1,33,22,19,10,18,3,53,3,0,6,172,1.297,7.6,2.3,4.1,12.1,2.94,,player.fcgi?id=gordon002aus
Rob Hughes,23,2024,Clemson,1,1,0.5,9.53,13,0,,0,0,3,11.1,14,12,12,4,8,1,12,3,0,2,57,1.941,11.1,3.2,6.4,9.5,1.5,,player.fcgi?id=hughes009rob
Aidan Knaak,19,2024,Clemson,5,1,0.833,3.35,15,15,,0,0,0,83.1,67,34,31,8,29,2,108,12,0,5,349,1.152,7.2,0.9,3.1,11.7,3.72,,player.fcgi?id=knaak-000aid
Justin LeGuernic*,18,2024,Clemson,0,1,0,6.75,9,1,,0,0,0,6.2,6,8,5,0,11,0,10,2,1,0,39,2.55,8.1,0,14.9,13.5,0.91,,player.fcgi?id=leguer000jus
Lucas Mahlstedt,21,2024,Clemson,4,1,0.8,4.73,28,0,,0,0,1,53.1,56,31,28,6,15,0,39,2,0,0,227,1.331,9.5,1,2.5,6.6,2.6,,player.fcgi?id=mahlst000luc
Matthew Marchal,23,2024,Clemson,5,0,1,4.71,16,3,,0,0,1,36.1,38,22,19,7,15,1,35,3,0,1,160,1.459,9.4,1.7,3.7,8.7,2.33,,player.fcgi?id=marcha000mat
Jacob McGovern*,19,2024,Clemson,3,0,1,1.96,11,0,,0,0,0,18.1,13,5,4,2,8,2,20,0,0,3,75,1.145,6.4,1,3.9,9.8,2.5,,player.fcgi?id=mcgove003jac
Ty Olenchuk,22,2024,Clemson,0,0,,9.82,4,0,,0,0,0,3.2,4,4,4,0,5,0,7,2,0,1,22,2.455,9.8,0,12.3,17.2,1.4,,player.fcgi?id=olench000ty-
Rocco Reid*,21,2024,Clemson,2,1,0.667,5.82,15,3,,0,0,0,21.2,19,22,14,5,15,0,26,5,0,2,104,1.569,7.9,2.1,6.2,10.8,1.73,,player.fcgi?id=reid--000roc
Tristan Smith*,21,2024,Clemson,2,1,0.667,4.47,12,12,,0,0,0,50.1,47,34,25,8,32,0,66,7,3,9,234,1.57,8.4,1.4,5.7,11.8,2.06,,player.fcgi?id=smith-006tri
Drew Titsworth,19,2024,Clemson,4,0,1,3.15,19,0,,0,0,0,20,10,10,7,3,12,3,26,3,0,0,90,1.1,4.5,1.4,5.4,11.7,2.17,,player.fcgi?id=titswo000dre
Joe Allen,21,2025,Clemson,5,0,1,1.84,23,0,,0,0,0,29.1,20,9,6,1,17,0,32,8,0,3,126,1.261,6.1,0.3,5.2,9.8,1.88,,player.fcgi?id=allen-004joe
B.J. Bailey*,23,2025,Clemson,2,5,0.286,5.46,21,6,,0,0,0,61,65,42,37,10,22,1,50,10,1,6,275,1.426,9.6,1.5,3.2,7.4,2.27,,player.fcgi?id=bailey000bj-
Talan Bell*,19,2025,Clemson,0,2,0,5.56,9,8,,0,0,0,22.2,22,16,14,3,15,0,22,3,0,4,108,1.632,8.7,1.2,6,8.7,1.47,,player.fcgi?id=bell--000tal
Brendon Bennett*,19,2025,Clemson,0,0,,4.05,4,4,,0,0,0,6.2,4,5,3,2,2,0,4,1,0,1,28,0.9,5.4,2.7,2.7,5.4,2,,player.fcgi?id=bennet001bre
Tristan Bissetta*,22,2025,Clemson,0,0,,0,1,0,,0,0,0,1,1,0,0,0,1,0,1,0,0,1,5,2,9,0,9,9,1,,player.fcgi?id=bisset000tri
Dion Brown,19,2025,Clemson,0,0,,7.71,4,0,,0,0,0,2.1,4,2,2,0,5,0,1,0,0,2,15,3.857,15.4,0,19.3,3.9,0.2,,player.fcgi?id=brown-001dio
Luke Brown,20,2025,Clemson,0,0,,27,5,0,,0,0,0,2.1,7,7,7,3,1,0,3,2,0,0,17,3.429,27,11.6,3.9,11.6,3,,player.fcgi?id=brown-010luk
Jackson Cole*,20,2025,Clemson,0,0,,14.73,6,0,,0,0,0,3.2,6,7,6,1,4,0,1,2,0,0,22,2.727,14.7,2.5,9.8,2.5,0.25,,player.fcgi?id=cole--007jac
Ethan Darden*,21,2025,Clemson,4,2,0.667,6.08,9,9,,0,0,0,40,46,33,27,7,16,0,34,2,0,3,186,1.55,10.4,1.6,3.6,7.7,2.13,,player.fcgi?id=darden000eth
Nathan Dvorsky,21,2025,Clemson,4,0,1,6.75,22,1,,0,0,0,25.1,23,20,19,4,19,0,32,3,1,4,118,1.658,8.2,1.4,6.8,11.4,1.68,,player.fcgi?id=dvorsk000nat
Chance Fitzgerald,20,2025,Clemson,4,0,1,7.71,17,1,,0,0,0,28,35,24,24,8,9,0,24,6,0,1,132,1.571,11.3,2.6,2.9,7.7,2.67,,player.fcgi?id=fitzge007cha
Reed Garris,22,2025,Clemson,3,0,1,1.57,18,0,,0,0,3,28.2,18,6,5,3,8,1,30,0,0,0,107,0.907,5.7,0.9,2.5,9.4,3.75,,player.fcgi?id=garris000ree
Michael Gillen,21,2025,Clemson,0,1,0,15.43,3,0,,0,0,0,2.1,6,5,4,0,0,0,1,2,0,0,14,2.571,23.1,0,0,3.9,,,player.fcgi?id=gillen000mic
Chayce Kieck,19,2025,Clemson,2,0,1,9.75,9,0,,0,0,0,12,19,13,13,5,5,1,11,1,0,0,58,2,14.3,3.8,3.8,8.3,2.2,,player.fcgi?id=kieck-000cha
Aidan Knaak,20,2025,Clemson,9,1,0.9,4.18,16,16,,0,0,0,90.1,71,46,42,9,29,0,110,11,0,10,383,1.107,7.1,0.9,2.9,11,3.79,,player.fcgi?id=knaak-000aid
Hudson Lee*,21,2025,Clemson,0,0,,5.79,15,0,,0,0,0,14,10,13,9,1,13,0,19,7,0,0,75,1.643,6.4,0.6,8.4,12.2,1.46,,player.fcgi?id=lee---000hud
Justin LeGuernic*,19,2025,Clemson,0,3,0,9.12,12,6,,0,0,0,24.2,30,25,25,7,14,0,33,7,0,5,125,1.784,10.9,2.6,5.1,12,2.36,,player.fcgi?id=leguer000jus
Lucas Mahlstedt,22,2025,Clemson,4,1,0.8,3,27,0,,0,0,15,48,48,18,16,3,8,0,61,6,2,2,205,1.167,9,0.6,1.5,11.4,7.63,,player.fcgi?id=mahlst000luc
Jacob McGovern*,20,2025,Clemson,3,1,0.75,3.86,20,2,,0,0,2,35,20,21,15,2,12,0,44,8,0,2,143,0.914,5.1,0.5,3.1,11.3,3.67,,player.fcgi?id=mcgove003jac
Noah Samol*,21,2025,Clemson,0,1,0,9.82,7,3,,0,0,0,7.1,6,10,8,1,9,0,5,7,0,3,43,2.045,7.4,1.2,11,6.1,0.56,,player.fcgi?id=samol-000noa
Drew Titsworth,20,2025,Clemson,5,1,0.833,4.28,20,7,,0,0,2,54.2,57,27,26,9,19,1,50,7,0,4,237,1.39,9.4,1.5,3.1,8.2,2.63,,player.fcgi?id=titswo000dre
TP Wentworth*,19,2025,Clemson,0,0,,8,11,0,,0,0,0,9,10,8,8,2,5,0,8,1,0,2,42,1.667,10,2,5,8,1.6,,player.fcgi?id=wentwo000tp-
Luke Bard,20,2011,Georgia Tech,,,,2.63,,1,,,0,,51.1,41,18,15,,19,,46,,,,,1.169,7.2,,3.3,8.1,2.42,,player.fcgi?id=bard--001luk
Jed Bradley*,21,2011,Georgia Tech,,,,3.49,,16,,,0,,98,89,47,38,,31,,106,,,,,1.224,8.2,,2.8,9.7,3.42,,player.fcgi?id=bradle000jed
Zach Brewster?,--,2011,Georgia Tech,,,,0,,0,,,0,,1,0,0,0,,2,,0,,,,,2,0,,18,0,0,,player.fcgi?id=brewst000zac
Clay Dalton?,--,2011,Georgia Tech,,,,0.75,,0,,,0,,12,5,3,1,,7,,9,,,,,1,3.8,,5.3,6.8,1.29,,player.fcgi?id=dalton000cla
Jake Davies*,21,2011,Georgia Tech,,,,0,,0,,,0,,1,0,0,0,,0,,0,,,,,0,0,,0,0,,,player.fcgi?id=davies000jak
Jake Esch,21,2011,Georgia Tech,,,,1.8,,0,,,0,,5,4,1,1,,2,,6,,,,,1.2,7.2,,3.6,10.8,3,,player.fcgi?id=esch--000jac
Buck Farmer,20,2011,Georgia Tech,,,,2.81,,16,,,0,,109,95,47,34,,31,,106,,,,,1.156,7.8,,2.6,8.8,3.42,,player.fcgi?id=farmer001geo
Matthew Grimes,19,2011,Georgia Tech,,,,4.06,,12,,,0,,75.1,69,40,34,,27,,77,,,,,1.274,8.2,,3.2,9.2,2.85,,player.fcgi?id=grimes001mat
Dusty Isaacs,19,2011,Georgia Tech,,,,2.68,,1,,,0,,37,29,14,11,,13,,40,,,,,1.135,7.1,,3.2,9.7,3.08,,player.fcgi?id=isaacs001dus
Kevin Jacob,22,2011,Georgia Tech,,,,2.25,,0,,,0,,16,8,7,4,,14,,23,,,,,1.375,4.5,,7.9,12.9,1.64,,player.fcgi?id=jacob-001kev
Conner Kendrick*,18,2011,Georgia Tech,,,,2.57,,0,,,0,,7,4,3,2,,7,,4,,,,,1.571,5.1,,9,5.1,0.57,,player.fcgi?id=kendri000con
Brad Markey,19,2011,Georgia Tech,,,,4.5,,0,,,0,,6,9,3,3,,1,,4,,,,,1.667,13.5,,1.5,6,4,,player.fcgi?id=markey000bra
Mark Pope,21,2011,Georgia Tech,,,,1.72,,16,,,3,,115.1,91,28,22,,24,,88,,,,,0.997,7.1,,1.9,6.9,3.67,,player.fcgi?id=pope--001mar
Jonathan Roberts?,--,2011,Georgia Tech,,,,4.5,,0,,,0,,4,9,6,2,,2,,1,,,,,2.75,20.3,,4.5,2.3,0.5,,player.fcgi?id=robert000jon
DeAndre Smelter,19,2011,Georgia Tech,,,,0.5,,1,,,0,,18,16,12,1,,11,,8,,,,,1.5,8,,5.5,4,0.73,,player.fcgi?id=smelte001dea
Devin Stanton*,19,2011,Georgia Tech,,,,3.38,,0,,,0,,8,5,3,3,,3,,8,,,,,1,5.6,,3.4,9,2.67,,player.fcgi?id=stanto000dev
Taylor Wood?,--,2011,Georgia Tech,,,,2.93,,0,,,0,,15.1,15,13,5,,16,,14,,,,,2.022,8.8,,9.4,8.2,0.88,,player.fcgi?id=wood--000tay
Luke Bard,21,2012,Georgia Tech,1,0,1,0.99,11,3,,,0,2,27.1,20,3,3,0,6,0,26,1,0,3,104,0.951,6.6,0,2,8.6,4.33,,player.fcgi?id=bard--001luk
Alex Cruz,19,2012,Georgia Tech,8,3,0.727,1.83,30,1,,,0,2,73.2,46,20,15,3,23,2,47,12,0,5,298,0.937,5.6,0.4,2.8,5.7,2.04,,player.fcgi?id=cruz--003ale
Clay Dalton?,--,2012,Georgia Tech,0,0,,5.04,16,0,,,0,0,25,29,18,14,2,8,0,13,1,0,2,112,1.48,10.4,0.7,2.9,4.7,1.63,,player.fcgi?id=dalton000cla
Jake Davies*,22,2012,Georgia Tech,1,4,0.2,6.61,14,5,,,0,0,31.1,37,26,23,3,18,0,21,2,0,3,148,1.755,10.6,0.9,5.2,6,1.17,,player.fcgi?id=davies000jak
Jarrett Didrick?,--,2012,Georgia Tech,2,0,1,4.71,15,0,,,0,0,21,19,11,11,4,10,1,15,0,0,1,91,1.381,8.1,1.7,4.3,6.4,1.5,,player.fcgi?id=didric000jar
Zane Evans,20,2012,Georgia Tech,0,1,0,3.68,19,1,,,0,7,36.2,31,17,15,3,8,0,34,4,0,2,151,1.064,7.6,0.7,2,8.3,4.25,,player.fcgi?id=evans-000zan
Buck Farmer,21,2012,Georgia Tech,8,4,0.667,3.54,16,16,,,1,0,106.2,100,48,42,14,37,0,115,10,0,6,468,1.284,8.4,1.2,3.1,9.7,3.11,,player.fcgi?id=farmer001geo
Matthew Grimes,20,2012,Georgia Tech,3,2,0.6,3.38,5,5,,,0,0,18.2,13,9,7,3,8,0,17,0,0,2,76,1.125,6.3,1.4,3.9,8.2,2.13,,player.fcgi?id=grimes001mat
Josh Heddinger,19,2012,Georgia Tech,3,4,0.429,6.39,23,7,,,0,0,50.2,55,41,36,3,32,1,39,6,0,5,241,1.717,9.8,0.5,5.7,6.9,1.22,,player.fcgi?id=heddin000jos
Dusty Isaacs,20,2012,Georgia Tech,6,4,0.6,6.68,18,11,,,0,0,66,71,53,49,4,38,0,46,7,1,7,307,1.652,9.7,0.5,5.2,6.3,1.21,,player.fcgi?id=isaacs001dus
Daniel Palka*,20,2012,Georgia Tech,0,0,,0,5,0,,,0,0,4.1,0,1,0,0,3,0,6,2,0,1,18,0.692,0,0,6.2,12.5,2,,player.fcgi?id=palka-001dan
