Name,Age,Season,Team,Conference,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes,Name-additional,
Jake Doller?,--,2011,Kansas State,Big 12,,,,5.59,,0,,,0,,19.1,22,14,12,,6,,10,,,,,1.448,10.2,,2.8,4.7,1.67,,player.fcgi?id=doller000jak,
Gerardo Esquivel,20,2011,Kansas State,Big 12,,,,2.39,,0,,,0,,26.1,20,8,7,,15,,17,,,,,1.329,6.8,,5.1,5.8,1.13,,player.fcgi?id=esquiv001ger,
John Fasola,19,2011,Kansas State,Big 12,,,,2.45,,0,,,0,,7.1,9,2,2,,5,,3,,,,,1.909,11,,6.1,3.7,0.6,,player.fcgi?id=fasola002joh,
Blake Freeman*,19,2011,Kansas State,Big 12,,,,5.74,,6,,,0,,31.1,45,23,20,,11,,25,,,,,1.787,12.9,,3.2,7.2,2.27,,player.fcgi?id=freema001bla,
Ben Heairet?,--,2011,Kansas State,Big 12,,,,27,,0,,,0,,2,6,6,6,,4,,1,,,,,5,27,,18,4.5,0.25,,player.fcgi?id=heaire000ben,
Kyle Hunter*,22,2011,Kansas State,Big 12,,,,4.48,,16,,,0,,92.1,97,52,46,,25,,80,,,,,1.321,9.5,,2.4,7.8,3.2,,player.fcgi?id=hunter001kyl,
Shawn Lewick*,21,2011,Kansas State,Big 12,,,,5.4,,0,,,0,,15,17,9,9,,8,,15,,,,,1.667,10.2,,4.8,9,1.88,,player.fcgi?id=lewick000sha,
Justin Lindsey?,--,2011,Kansas State,Big 12,,,,4.2,,9,,,0,,49.1,50,27,23,,20,,30,,,,,1.419,9.1,,3.6,5.5,1.5,,player.fcgi?id=lindse000jus,
Evan Marshall,21,2011,Kansas State,Big 12,,,,1.62,,0,,,0,,61,47,20,11,,16,,55,,,,,1.033,6.9,,2.4,8.1,3.44,,player.fcgi?id=marsha000eva,
Jared Moore?,--,2011,Kansas State,Big 12,,,,3.32,,0,,,0,,19,17,7,7,,10,,15,,,,,1.421,8.1,,4.7,7.1,1.5,,player.fcgi?id=moore-000jar,
Levi Schlick*,20,2011,Kansas State,Big 12,,,,8.38,,3,,,0,,19.1,26,19,18,,8,,8,,,,,1.759,12.1,,3.7,3.7,1,,player.fcgi?id=schlic001lev,
Tyler Sturges?,--,2011,Kansas State,Big 12,,,,3.21,,0,,,0,,14,12,6,5,,11,,12,,,,,1.643,7.7,,7.1,7.7,1.09,,player.fcgi?id=sturge000tyl,
Matt Applegate?,--,2012,Kansas State,Big 12,2,6,0.25,5.96,16,11,,,0,0,71,84,56,47,7,33,0,60,8,1,3,327,1.648,10.6,0.9,4.2,7.6,1.82,,player.fcgi?id=appleg000mat,
Kayvon Bahramzadeh,22,2012,Kansas State,Big 12,7,4,0.636,4.74,15,14,,,0,0,79.2,75,43,42,7,23,0,79,3,1,5,335,1.23,8.5,0.8,2.6,8.9,3.43,,player.fcgi?id=bahram001kay,
Shane Conlon*,20,2012,Kansas State,Big 12,1,1,0.5,6.35,6,2,,,0,0,11.1,13,14,8,2,10,1,8,2,0,2,58,2.029,10.3,1.6,7.9,6.4,0.8,,player.fcgi?id=conlon000sha,
Jake Doller?,--,2012,Kansas State,Big 12,1,1,0.5,8.25,18,0,,,0,1,24,28,22,22,2,18,3,24,2,0,4,118,1.917,10.5,0.8,6.8,9,1.33,,player.fcgi?id=doller000jak,
Gerardo Esquivel,21,2012,Kansas State,Big 12,3,1,0.75,6.14,22,1,,,0,2,48.1,62,38,33,5,16,2,34,8,1,1,226,1.614,11.5,0.9,3,6.3,2.13,,player.fcgi?id=esquiv001ger,
John Fasola,20,2012,Kansas State,Big 12,1,2,0.333,8.53,17,0,,,0,0,19,25,21,18,2,13,1,14,2,1,4,97,2,11.8,0.9,6.2,6.6,1.08,,player.fcgi?id=fasola002joh,
Joe Flattery*,21,2012,Kansas State,Big 12,6,4,0.6,4.37,16,15,,,0,0,80.1,83,44,39,2,23,0,59,4,2,1,332,1.32,9.3,0.2,2.6,6.6,2.57,,player.fcgi?id=flatte000joe,
Jared Moore?,--,2012,Kansas State,Big 12,2,4,0.333,5.03,22,7,,,0,0,48.1,55,35,27,5,20,1,44,1,0,4,216,1.552,10.2,0.9,3.7,8.2,2.2,,player.fcgi?id=moore-000jar,
Caleb Wallingford*,19,2012,Kansas State,Big 12,0,0,,7.5,13,2,,,0,0,18,25,16,15,1,9,0,11,2,0,4,86,1.889,12.5,0.5,4.5,5.5,1.22,,player.fcgi?id=wallin000cal,
Nate Williams,19,2012,Kansas State,Big 12,1,3,0.25,4.5,23,0,,,0,6,34,32,18,17,5,10,0,22,5,0,1,140,1.235,8.5,1.3,2.6,5.8,2.2,,player.fcgi?id=willia003nat,
Tanner Witt,21,2012,Kansas State,Big 12,0,0,,0,8,0,,,0,0,9,6,0,0,0,7,1,5,1,0,0,39,1.444,6,0,7,5,0.71,,player.fcgi?id=witt--000tan,
Matt Wivinis,18,2012,Kansas State,Big 12,1,3,0.25,5.95,21,3,,,0,2,39.1,49,27,26,4,12,0,38,4,0,7,179,1.551,11.2,0.9,2.7,8.7,3.17,,player.fcgi?id=wivini000mat,
Robert Youngdahl*,19,2012,Kansas State,Big 12,2,2,0.5,5.05,27,3,,,0,0,35.2,44,23,20,1,18,0,25,8,2,3,170,1.738,11.1,0.3,4.5,6.3,1.39,,player.fcgi?id=youngd000rob,
Landon Busch*,19,2013,Kansas State,Big 12,0,0,,4.58,15,0,,,0,1,17.2,13,13,9,0,11,1,11,2,0,1,81,1.358,6.6,0,5.6,5.6,1,,player.fcgi?id=busch-000lan,
Jake Doller?,--,2013,Kansas State,Big 12,2,3,0.4,3.54,13,9,,,0,0,40.2,33,21,16,1,22,1,29,2,0,5,176,1.352,7.3,0.2,4.9,6.4,1.32,,player.fcgi?id=doller000jak,
Gerardo Esquivel,22,2013,Kansas State,Big 12,2,2,0.5,3.99,20,0,,,0,1,29.1,31,13,13,1,7,2,17,3,0,4,125,1.295,9.5,0.3,2.1,5.2,2.43,,player.fcgi?id=esquiv001ger,
Joe Flattery*,22,2013,Kansas State,Big 12,5,4,0.556,3.86,19,13,,,0,0,79.1,85,41,34,4,20,0,52,5,0,5,341,1.324,9.6,0.5,2.3,5.9,2.6,,player.fcgi?id=flatte000joe,
Jake Matthys,19,2013,Kansas State,Big 12,9,2,0.818,2.05,34,1,,,0,9,61.1,46,17,14,3,9,0,44,4,0,3,242,0.897,6.8,0.4,1.3,6.5,4.89,,player.fcgi?id=matthy000jak,
Levi MaVorhis,18,2013,Kansas State,Big 12,5,0,1,4.77,23,6,,,0,0,54.2,76,35,29,1,13,0,30,3,2,3,247,1.628,12.5,0.2,2.1,4.9,2.31,,player.fcgi?id=mavorh000lev,
Blake McFadden,19,2013,Kansas State,Big 12,6,3,0.667,4.97,17,13,,,0,0,58,63,33,32,5,17,0,35,7,0,3,256,1.379,9.8,0.8,2.6,5.4,2.06,,player.fcgi?id=mcfadd000bla,
Jared Moore?,--,2013,Kansas State,Big 12,4,0,1,3.73,21,0,,,0,0,31.1,37,14,13,4,9,1,23,1,0,4,135,1.468,10.6,1.1,2.6,6.6,2.56,,player.fcgi?id=moore-000jar,
Hayden Nixon?,--,2013,Kansas State,Big 12,2,0,1,5.89,14,0,,,0,1,18.1,22,13,12,3,12,1,8,1,0,1,84,1.855,10.8,1.5,5.9,3.9,0.67,,player.fcgi?id=nixon-000hay,
Josh Smith?,--,2013,Kansas State,Big 12,0,0,,9,2,0,,,0,0,3,6,3,3,1,0,0,1,0,0,0,14,2,18,3,0,3,,,player.fcgi?id=smith-024jos,
Nate Williams,20,2013,Kansas State,Big 12,4,3,0.571,2.81,24,7,,,0,0,67.1,55,25,21,3,33,2,54,5,1,6,296,1.307,7.4,0.4,4.4,7.2,1.64,,player.fcgi?id=willia003nat,
Jordan Witcig,--,2013,Kansas State,Big 12,0,0,,3.68,9,1,,,0,0,14.2,10,6,6,1,7,0,9,3,0,3,63,1.159,6.1,0.6,4.3,5.5,1.29,,player.fcgi?id=witcig000jor,
Tanner Witt,22,2013,Kansas State,Big 12,0,0,,3.18,17,0,,,0,7,17,15,6,6,1,5,0,18,0,0,3,71,1.176,7.9,0.5,2.6,9.5,3.6,,player.fcgi?id=witt--000tan,
Matt Wivinis,19,2013,Kansas State,Big 12,6,2,0.75,4.72,21,14,,,0,0,76.1,77,47,40,2,22,0,50,8,0,3,326,1.297,9.1,0.2,2.6,5.9,2.27,,player.fcgi?id=wivini000mat,
Landon Busch*,20,2014,Kansas State,Big 12,2,2,0.5,6.18,16,7,,,0,0,43.2,60,33,30,3,15,1,30,2,3,6,210,1.718,12.4,0.6,3.1,6.2,2,,player.fcgi?id=busch-000lan,
Jordan Floyd*,19,2014,Kansas State,Big 12,0,1,0,7.2,18,2,,,0,0,20,25,17,16,1,16,0,5,3,0,0,97,2.05,11.3,0.5,7.2,2.3,0.31,,player.fcgi?id=floyd-000jor,
Jake Fromson,19,2014,Kansas State,Big 12,2,1,0.667,3.47,23,2,,,0,0,46.2,50,20,18,2,13,2,23,2,1,0,200,1.35,9.6,0.4,2.5,4.4,1.77,,player.fcgi?id=fromso000jak,
Nate Griep,20,2014,Kansas State,Big 12,3,7,0.3,4.66,15,10,,,1,0,63.2,68,36,33,7,25,3,32,7,0,4,282,1.461,9.6,1,3.5,4.5,1.28,,player.fcgi?id=griep-000nat,
Colton Kalmus?,--,2014,Kansas State,Big 12,3,1,0.75,4.3,10,5,,,0,0,23,24,17,11,2,11,0,14,3,0,3,108,1.522,9.4,0.8,4.3,5.5,1.27,,player.fcgi?id=kalmus000col,
Ethan Landon,19,2014,Kansas State,Big 12,0,0,,3.56,24,0,,,0,1,30.1,30,15,12,4,7,0,10,2,0,1,127,1.22,8.9,1.2,2.1,3,1.43,,player.fcgi?id=landon000eth,
Jake Matthys,20,2014,Kansas State,Big 12,2,5,0.286,8.07,20,3,,,0,3,35.2,55,36,32,5,16,2,25,5,0,4,182,1.991,13.9,1.3,4,6.3,1.56,,player.fcgi?id=matthy000jak,
Levi MaVorhis,19,2014,Kansas State,Big 12,6,7,0.462,3.95,15,13,,,2,0,84.1,86,44,37,4,14,2,48,1,4,2,353,1.186,9.2,0.4,1.5,5.1,3.43,,player.fcgi?id=mavorh000lev,
Jared Moore?,--,2014,Kansas State,Big 12,5,3,0.625,4.33,18,10,,,0,0,68.2,81,44,33,3,21,1,46,3,1,3,313,1.485,10.6,0.4,2.8,6,2.19,,player.fcgi?id=moore-000jar,
Jon Roblez,19,2014,Kansas State,Big 12,0,0,,1.69,9,0,,,0,0,10.2,7,2,2,1,9,0,0,1,0,1,46,1.5,5.9,0.8,7.6,0,0,,player.fcgi?id=roblez000jon,
Tyler Stover,18,2014,Kansas State,Big 12,0,0,,0,1,0,,,0,0,1,1,0,0,0,1,0,0,0,0,1,5,2,9,0,9,0,0,,player.fcgi?id=stover000tyl,
Jake Whaley?,--,2014,Kansas State,Big 12,1,2,0.333,5.11,14,0,,,0,1,12.1,12,9,7,0,9,0,16,2,1,0,61,1.703,8.8,0,6.6,11.7,1.78,,player.fcgi?id=whaley000jak,
Braxton Wilks*,19,2014,Kansas State,Big 12,0,0,,8.18,7,0,,,0,0,11,20,10,10,2,7,1,5,3,0,0,59,2.455,16.4,1.6,5.7,4.1,0.71,,player.fcgi?id=wilks-000bra,
Jordan Witcig,--,2014,Kansas State,Big 12,1,1,0.5,6.85,12,3,,,0,0,23.2,34,20,18,2,13,0,10,2,0,4,114,1.986,12.9,0.8,4.9,3.8,0.77,,player.fcgi?id=witcig000jor,
Lucas Benenati,22,2015,Kansas State,Big 12,2,0,1,2.27,21,0,,,0,0,31.2,32,9,8,1,8,1,26,3,0,2,135,1.263,9.1,0.3,2.3,7.4,3.25,,player.fcgi?id=benena000luc,
Mark Biesma?,--,2015,Kansas State,Big 12,0,3,0,8.06,12,6,,,0,0,25.2,45,26,23,5,9,1,9,3,0,1,128,2.104,15.8,1.8,3.2,3.2,1,,player.fcgi?id=biesma000mar,
Brandon Courville?,--,2015,Kansas State,Big 12,0,4,0,7.46,11,4,,,0,1,25.1,33,22,21,1,13,1,23,2,0,3,127,1.816,11.7,0.4,4.6,8.2,1.77,,player.fcgi?id=courvi000bra,
Jackson Douglas*,19,2015,Kansas State,Big 12,2,2,0.5,3.91,1,1,,,0,0,23,26,13,10,2,7,0,12,5,2,1,110,1.435,10.2,0.8,2.7,4.7,1.71,,player.fcgi?id=dougla001jac,
Brandon Erickson,21,2015,Kansas State,Big 12,3,2,0.6,5.23,22,2,,,0,2,41.1,55,29,24,2,15,5,27,3,1,4,195,1.694,12,0.4,3.3,5.9,1.8,,player.fcgi?id=ericks000bra,
Corey Fischer,21,2015,Kansas State,Big 12,4,6,0.4,4.37,19,7,,,0,1,55.2,56,31,27,3,17,0,29,4,2,2,236,1.311,9.1,0.5,2.7,4.7,1.71,,player.fcgi?id=fische000cor,
Jordan Floyd*,20,2015,Kansas State,Big 12,3,2,0.6,3.47,22,1,,,0,1,46.2,47,23,18,0,18,2,20,1,1,9,198,1.393,9.1,0,3.5,3.9,1.11,,player.fcgi?id=floyd-000jor,
Nate Griep,21,2015,Kansas State,Big 12,6,3,0.667,2.63,13,13,,,1,0,78.2,62,26,23,2,33,0,64,3,2,9,328,1.208,7.1,0.2,3.8,7.3,1.94,,player.fcgi?id=griep-000nat,
Kyle Halbohn,22,2015,Kansas State,Big 12,2,2,0.5,4.62,13,4,,,0,1,25.1,33,16,13,3,8,2,18,3,0,3,117,1.618,11.7,1.1,2.8,6.4,2.25,,player.fcgi?id=halboh000kyl,
Colton Kalmus?,--,2015,Kansas State,Big 12,2,4,0.333,4.13,16,14,,,0,0,61,57,33,28,5,20,0,37,10,0,11,265,1.262,8.4,0.7,3,5.5,1.85,,player.fcgi?id=kalmus000col,
Levi MaVorhis,20,2015,Kansas State,Big 12,2,1,0.667,6.2,10,4,,,0,0,24.2,33,18,17,1,8,1,8,0,0,2,112,1.662,12,0.4,2.9,2.9,1,,player.fcgi?id=mavorh000lev,
Mitch Plassmeyer?,--,2015,Kansas State,Big 12,0,0,,5.84,18,0,,,0,0,24.2,31,16,16,4,4,0,16,2,0,1,108,1.419,11.3,1.5,1.5,5.8,4,,player.fcgi?id=plassm000mit,
Bryce Ward?,--,2015,Kansas State,Big 12,1,1,0.5,2.56,18,1,,,0,1,31.2,30,9,9,1,9,4,14,5,1,2,137,1.232,8.5,0.3,2.6,4,1.56,,player.fcgi?id=ward--002bry,
Nate Williams,22,2015,Kansas State,Big 12,0,0,,inf,1,0,,,0,0,0,0,1,1,0,3,0,0,0,0,2,3,,,,,,0,,player.fcgi?id=willia003nat,
Tyler Wolfe,21,2015,Kansas State,Big 12,0,0,,0,3,0,,,0,0,4,1,0,0,0,2,1,1,0,0,0,16,0.75,2.3,0,4.5,2.3,0.5,,player.fcgi?id=wolfe-000tyl,
Lucas Benenati,23,2016,Kansas State,Big 12,1,3,0.25,3.81,23,0,,0,0,6,28.1,30,14,12,1,14,4,21,1,2,7,127,1.553,9.5,0.3,4.4,6.7,1.5,,player.fcgi?id=benena000luc,
John Boushelle,19,2016,Kansas State,Big 12,0,0,,48.6,3,0,,0,0,0,1.2,4,9,9,1,7,0,5,2,0,1,18,6.6,21.6,5.4,37.8,27,0.71,,player.fcgi?id=boushe000joh,
Brandon Erickson,22,2016,Kansas State,Big 12,1,0,1,4.54,21,1,,0,0,0,35.2,46,22,18,1,19,1,28,3,0,1,169,1.822,11.6,0.3,4.8,7.1,1.47,,player.fcgi?id=ericks000bra,
Corey Fischer,22,2016,Kansas State,Big 12,2,4,0.333,5.37,16,14,,0,0,0,52,61,37,31,5,22,0,42,2,2,6,240,1.596,10.6,0.9,3.8,7.3,1.91,,player.fcgi?id=fische000cor,
